head	rel	tail
12074	62	17986
27592	58	2111
10343	123	24012
14327	33	24275
15574	45	1653
19741	48	22843
21849	49	16893
14947	6	14953
785	39	12827
15803	109	6153
9765	70	7367
20564	16	15882
22077	120	2111
16252	3	3817
9886	129	21958
7365	115	22468
20675	118	26794
17402	70	27775
23179	119	22524
20839	33	24275
25687	115	22468
22314	115	22468
19904	7	11177
804	118	1193
8740	16	11124
25737	115	22468
1342	33	24275
7001	118	3464
5155	33	24275
27257	120	2111
10628	118	3464
8394	115	22468
10167	4	18767
23785	90	18268
23638	16	11124
7969	4	18767
16107	7	18189
26102	119	22739
11399	39	24208
13340	33	24275
19479	25	5197
1868	124	15672
4969	3	11224
25773	33	17785
21619	116	24185
15694	5	18594
22483	102	5855
13914	62	19303
14420	3	23029
16073	3	13735
11976	39	12827
7222	3	6566
3062	115	22468
18683	62	26245
24433	33	24275
8336	106	24185
2395	62	19303
22401	131	10621
25341	25	27044
19725	49	3817
21896	2	26827
12756	70	27775
2470	36	19882
9473	13	13358
23290	70	7367
537	128	3729
6860	28	17214
16492	5	9521
1197	58	2111
11282	25	27044
16445	118	3464
5705	115	22468
6047	131	12456
5440	117	19005
24279	33	24275
14642	33	24275
2871	83	5163
23530	33	24275
5058	5	9521
21755	102	7098
13085	109	4418
27794	119	23012
1664	62	11531
13596	93	3788
23757	71	2111
1493	62	15881
22222	70	12145
11800	70	7367
21211	33	24275
15605	77	5171
10271	33	24275
22564	33	24275
19812	118	3464
24094	95	21366
10571	16	11124
11367	84	794
11828	102	7098
27741	5	6548
10540	39	12827
4806	39	12827
10682	108	17247
6571	124	5518
3765	131	12456
17424	3	13735
9658	103	3709
11933	108	17247
6540	115	22468
24894	33	24275
18939	53	24370
14945	95	13667
4262	53	10468
10563	110	16581
11754	115	22468
1381	85	11214
4879	115	22468
1564	16	11124
20946	115	22468
20456	16	7292
14984	39	24208
24684	95	8584
10797	23	26827
2188	128	7299
16759	61	16066
12322	131	19811
27710	70	5930
6137	33	24275
26868	28	2638
20759	119	10246
9948	95	2846
25866	70	16823
13352	118	2515
9327	124	2393
13245	16	11124
4376	62	13418
6910	3	23029
23483	131	2745
11341	121	7091
260	120	2111
20777	103	3709
19618	48	12456
22730	109	26871
16768	3	15249
27612	124	22718
26146	115	22468
16309	62	8198
10902	39	12827
2866	53	21366
23077	102	7098
16350	33	24275
9921	129	19811
22339	53	21366
19059	119	23012
9930	31	10721
7308	70	7367
13354	27	16818
13461	115	22468
25211	120	2111
12667	115	22468
22813	33	17785
3079	51	20747
20406	119	15302
153	119	26701
14229	53	7678
15322	27	12925
17399	101	130
2685	62	2393
25794	115	22468
15136	120	2111
17657	35	17996
21069	103	3709
22065	95	23783
5060	124	11863
16624	85	11214
24317	33	24275
21715	118	5998
2081	48	17880
11828	103	3709
26258	2	26827
23460	35	17996
24909	5	6548
3438	53	7678
8538	109	8875
22031	33	24275
21758	115	22468
23733	118	13868
410	27	23542
26418	120	2111
27689	25	15137
22059	83	5163
4624	5	19835
27205	90	11993
26520	115	22468
21270	25	18603
18807	5	6548
24879	85	13735
22441	109	26871
24791	58	2848
26143	109	4418
7610	83	19811
26305	115	22468
3772	53	8002
8241	33	24275
13853	85	11214
19679	25	22824
16160	117	5163
3853	120	20931
24448	25	2670
16052	115	22468
19013	130	3610
11433	114	16923
1069	69	5510
20963	16	11124
2765	45	15435
9626	118	3464
27132	102	7098
18408	36	5163
3966	27	2327
16378	118	3464
6124	62	24430
25240	53	24370
11544	39	24208
15184	115	22468
1115	25	7371
10679	90	13667
10654	124	15672
22405	93	21023
26491	115	22468
27424	70	7367
10367	5	19835
15443	20	3709
5200	115	22468
20580	3	23029
13793	74	18823
12732	83	5163
3068	7	18189
12322	2	23982
14380	16	3521
22172	115	22468
19394	53	11993
12798	61	3528
24204	102	26827
15749	3	15249
4131	33	24275
13998	106	24185
17847	70	16335
14954	5	9521
4776	36	12456
12479	109	8875
27254	58	21268
18029	120	2111
4647	16	11124
7892	70	27775
13189	33	24275
13118	92	20320
24218	33	24275
5427	117	5163
9452	27	16818
16055	95	8584
10590	115	22468
10683	115	22468
17200	28	20857
2782	13	2260
3092	25	101
5414	102	2111
9410	33	17785
21385	7	10452
7702	115	22468
18384	77	1943
3134	117	5163
6951	115	22468
23887	16	11124
4525	120	2111
23058	53	21366
12452	58	21268
16435	16	11124
25169	3	15249
9895	33	17785
18488	61	22798
8970	124	25328
8775	31	21268
12744	33	11202
18844	119	10246
13820	83	5163
10619	45	5253
21812	30	1714
22031	115	22468
24909	129	5171
21118	115	22468
21661	124	8198
5674	28	11349
378	72	13307
16513	23	26827
8073	85	11214
10194	70	21130
10413	118	17880
3557	35	17996
8771	124	19303
26551	118	12456
24164	3	15249
17039	16	11124
9651	120	2111
842	129	397
11162	117	5163
25567	70	27775
9473	103	3709
25594	25	429
4024	25	8248
19542	62	15672
22313	33	24275
25032	118	2515
4700	118	8280
21987	3	15249
7418	95	27724
17127	64	612
27433	5	20004
17340	71	2111
21104	16	11124
10117	3	11214
17988	62	22388
14271	25	5197
196	112	12250
3020	103	3709
3405	124	13418
22680	70	19921
8588	115	22468
23967	3	3817
1519	16	11124
10788	62	5518
2288	25	27044
12264	119	23012
8302	3	15249
10671	95	11195
18108	118	3464
19458	70	15706
5934	102	2111
19448	109	8875
23841	33	24275
22459	16	11124
430	39	12827
17644	33	24275
14343	120	2111
17256	51	20747
3227	36	3464
26821	102	26827
23377	70	13394
9813	119	23012
14283	120	12461
11995	115	22468
18235	97	11993
1061	102	5855
25456	39	24208
10610	4	18767
27500	25	27827
727	28	26517
5672	110	19031
24268	5	6548
24146	70	7367
12924	115	22468
12118	62	2393
20192	36	19514
27493	121	24232
21874	25	15137
9796	36	5171
12536	70	15706
22094	124	2393
9336	120	2111
26088	82	25400
16512	118	3464
26702	53	24167
11646	93	21023
5681	115	22468
22594	25	26554
16043	62	13868
21271	25	1171
6851	62	2393
14225	39	24208
16438	53	11993
11878	27	8548
26868	28	9407
22742	115	22468
13100	106	22468
22380	23	5855
939	124	19303
16526	35	17996
27211	85	16893
1486	53	13667
19220	129	26516
2169	85	16893
20193	5	20004
13730	62	8198
2962	115	22468
23296	7	24415
22744	33	24275
26685	25	1923
15056	4	18767
25672	61	21639
6123	64	2217
25985	115	22468
23814	103	3709
27812	59	5271
25581	70	1227
24764	118	3464
899	49	3817
520	28	7938
26939	71	2111
70	39	24208
26663	70	17632
17415	62	5183
1869	6	14953
24965	120	2111
4918	33	24275
20610	5	9521
16722	62	8198
23607	33	24275
9816	53	23012
1177	119	23012
1417	49	16893
2253	49	15249
16725	125	20885
19578	124	2393
5990	66	7292
1665	77	3368
18642	45	12019
8133	7	7380
8624	70	1227
15857	61	19290
3531	129	26827
3818	6	14953
11717	16	11124
7336	103	3709
12789	63	14809
22001	33	24275
22685	118	3464
11503	5	19835
25033	53	16520
26221	33	24275
17598	25	27044
19967	76	22468
3383	48	4184
5597	53	12713
2439	11	22468
23534	70	1227
8043	53	13479
12143	40	11541
2447	70	27634
7303	53	1559
12841	3	23029
26361	106	22468
13744	3	23029
25122	16	11124
21504	121	8755
18805	71	2111
912	125	11804
3188	62	26245
25764	16	11124
6149	7	588
15554	20	3709
22158	78	3464
9663	5	19835
2572	53	7678
16767	5	9521
7550	83	7572
5860	7	11177
10933	5	9521
1507	62	2393
20792	62	13418
14006	41	5413
26916	58	2111
24457	106	24185
9633	70	21973
6117	93	21023
11152	5	6548
20922	15	26180
17604	124	19303
2433	108	3986
4361	3	11214
16716	106	24185
4371	58	2848
14575	11	22468
19030	102	5855
350	124	8198
6939	36	17880
22115	70	17577
6147	95	1147
10211	70	7367
5523	3	6566
15418	90	11993
6816	72	25152
7835	106	24185
13341	33	24275
18417	119	23012
560	121	24232
10354	3	15249
3554	25	27044
20329	70	27775
19099	65	1700
5095	7	4842
13006	71	2111
12275	39	24208
18906	90	7678
18847	45	21556
22844	121	7091
16267	71	2111
10034	33	11202
3950	70	21973
21338	118	5998
12879	3	23029
8504	33	24275
16953	72	13307
13276	108	17247
9410	82	20907
5019	62	11531
18079	70	1227
21649	68	17483
10310	124	23311
5114	24	26871
8874	39	24208
9982	16	11124
24861	95	8002
7454	45	4530
18245	93	21023
7391	124	22718
3010	119	9513
11891	83	5163
2669	93	24502
19785	124	22718
7697	129	22126
6711	39	27067
23551	109	10871
9543	129	9686
1340	3	16893
17378	3	13735
7944	90	786
14892	16	11124
2026	126	24539
17778	13	1434
24819	72	13307
27572	95	16826
21266	48	19811
26609	62	2393
8426	36	3221
27804	124	25328
3747	11	22468
12822	23	26827
10857	83	7572
18246	124	2393
23534	119	27726
1981	48	13620
19233	124	16025
10944	70	1227
10323	49	16893
9837	5	6548
2580	115	22468
20065	120	2111
26056	23	5855
23699	111	1700
7753	25	101
4405	49	15249
3810	45	12145
13513	28	4925
2730	107	3281
16474	3	13735
26963	70	27775
27437	16	5047
918	55	12176
16895	120	2111
23417	49	15249
4234	118	3464
25962	4	18767
26833	6	14953
23861	16	11124
23404	102	5855
7086	33	24275
7282	90	1147
11020	108	17247
5207	115	22468
24719	48	26516
12936	110	17270
3157	124	8198
10656	115	22468
3404	25	2670
8374	16	11124
11361	62	16025
17573	62	15672
14722	118	3464
15323	85	13735
912	66	5047
22099	58	2111
17462	53	11993
23711	82	21335
5526	124	16025
1328	25	101
8144	27	1846
737	70	5163
2832	58	21268
11186	71	18672
18512	6	14953
9291	5	6548
22390	46	19307
2827	25	27044
6658	62	23311
2322	54	14963
18846	119	22524
27056	53	21366
25040	48	1273
25918	33	24275
23486	83	5163
19877	71	22028
21739	85	11214
24147	106	22468
23409	3	15249
26995	71	2111
23176	115	22468
8585	5	9521
2387	71	7589
8604	30	1714
19041	16	4912
10301	115	22468
16579	33	24275
139	115	22468
24662	134	17980
12299	48	12456
6520	27	12690
9856	115	22468
17393	111	18656
17018	124	8198
7195	115	22468
23683	108	22054
27657	45	12019
13	48	12514
7886	46	17996
21174	115	22468
14204	124	2393
9822	6	14953
3064	95	11195
4938	124	22718
11971	4	22440
23227	39	21426
26796	62	4600
11857	33	24275
4135	121	7091
25318	16	11124
5450	85	15249
11791	23	2111
20045	124	10229
6297	124	2393
15329	6	14953
14286	5	6548
16894	23	2111
24164	62	15672
2682	51	12437
27673	6	6682
8585	25	5197
2069	118	3464
23127	4	18767
23250	119	23012
211	119	23012
17642	120	12461
27205	39	24208
17952	5	6548
8968	115	22468
21997	118	5998
18172	93	24502
17058	53	7678
14444	25	23150
3829	124	25328
25980	5	9521
21164	124	20640
7205	95	8002
8010	70	26827
24720	120	2111
19729	36	3464
10038	25	1204
17951	65	1700
17734	70	27775
4414	25	10587
17835	72	13307
11921	39	24208
1784	28	15856
22681	70	13249
27255	16	15882
6838	33	24275
6870	120	12461
26007	97	7678
18818	119	23012
8676	71	2111
14996	51	20747
27800	36	5163
980	45	21556
11317	49	15249
19843	120	2111
23749	58	21268
17506	116	24185
13241	121	24232
7319	5	20004
11433	3	11214
25752	118	3464
16017	33	24275
9773	25	26832
24129	128	3729
22062	124	2393
26619	124	2393
7388	120	12461
1264	71	2111
3688	70	22548
3217	120	17868
11103	119	22524
13444	33	24275
9008	70	5930
5867	3	15249
1774	119	23012
5220	85	11214
4354	27	13143
5588	33	24275
5481	70	21113
25003	58	21268
16301	15	14000
26942	124	2393
21653	120	2111
21299	106	24185
22307	93	26886
7180	95	8002
8318	95	20098
19271	119	23012
22626	53	8465
13888	53	11195
21496	53	21366
23054	93	25016
27602	13	1653
15409	6	13394
398	70	27775
17993	123	13735
19611	3	15249
3961	3	13735
3554	3	11214
4376	115	22468
10686	3	11214
7439	49	15249
20462	33	24275
1321	3	24585
16873	124	25328
1768	25	16419
15114	115	22468
19205	31	21268
26946	115	22468
11705	90	8002
10967	124	2393
21663	48	4184
12679	106	24185
13756	53	21366
24474	70	16008
5463	115	22468
27355	84	794
12586	118	26516
10414	62	8198
19430	16	11124
13660	39	22587
25319	71	2111
8542	28	11792
7685	53	4622
7207	62	8198
13242	61	16823
8217	53	24370
25181	20	6424
20148	5	6548
6469	102	18120
4451	109	26871
16648	53	11993
10156	129	11934
90	27	17144
16108	124	5183
26512	95	8584
16517	118	12456
10245	51	20747
15099	103	3709
23283	124	2393
17178	106	24185
2826	62	2393
9273	103	26526
9155	25	13966
21279	62	19303
4770	5	20004
15507	62	15672
9673	95	7678
13461	70	1227
10781	27	22668
4613	115	22468
24054	39	12827
16384	120	12461
2232	19	23422
14646	129	5171
14083	4	26265
19893	35	17996
23747	33	24275
1677	36	3464
18941	124	2393
23263	118	3464
5577	62	10229
25876	33	24275
26932	70	17970
4583	62	15672
3813	23	5855
19338	36	19811
22160	35	17996
27864	53	8002
7248	120	20931
7547	23	2111
23348	33	24275
3664	49	16893
20041	103	3709
6335	117	5163
13614	118	23748
6910	108	17247
9545	49	16893
827	2	23982
27344	93	24502
21969	109	26871
7267	53	10429
21294	66	3521
19105	28	9575
16801	62	8198
4450	120	2111
21204	115	22468
14041	83	19811
10788	85	23029
6764	39	24208
16791	13	1150
9152	25	21138
23580	120	2111
19456	115	22468
18556	53	11195
7090	5	9521
20880	53	11993
7484	36	23120
4957	118	1193
12878	115	22468
7595	11	22468
16324	119	23480
10839	16	11124
14940	117	5163
17505	70	11841
10689	16	11124
8652	115	22468
592	77	22126
1531	70	27775
5200	129	12456
9012	53	11993
19347	70	27775
22646	83	19811
19895	33	24275
24595	120	2111
25717	41	18706
19763	85	16893
24251	69	1700
3882	23	5855
2072	3	11214
20975	36	12456
14720	84	24802
9106	48	22688
7801	33	24275
16241	83	5163
9543	115	22468
12526	16	6039
16501	39	12827
3939	124	2393
10402	53	26994
13234	16	11124
13170	3	4096
14535	62	12791
27194	70	10888
9260	23	2111
27643	95	2846
24607	77	22126
26980	25	1923
22234	5	9521
2038	94	16999
19177	102	5855
14657	70	26237
24002	16	11124
5355	70	16823
18412	58	2111
3523	25	5197
23655	6	14953
2525	61	27775
17964	25	16134
20927	108	17247
10503	48	22843
4374	93	21023
13567	85	11214
22128	5	6548
26991	33	24275
6887	119	10246
10059	108	17247
3294	3	11214
23347	33	24275
12360	124	15672
19113	36	19882
26948	5	20004
10426	16	11124
14699	36	4184
11159	54	252
6956	120	2111
13580	5	20004
19407	25	101
22381	110	13620
10514	33	24275
303	53	5970
17811	25	1367
8712	115	22468
14699	103	3709
10375	115	22468
14605	53	11993
18891	16	11124
3018	16	11124
21750	23	26827
12537	83	7572
1077	16	15882
7668	53	21366
2308	58	2111
14799	69	1700
5559	124	2393
4471	39	12827
118	115	22468
22741	106	22468
25915	115	22468
19756	115	22468
8706	11	22468
21794	37	12827
7229	53	2412
13855	70	27775
5620	33	17785
7265	124	23286
25683	54	6770
5925	93	21023
20374	62	20640
12659	36	22843
13628	115	22468
20529	62	16772
9911	119	23012
26032	107	13620
2417	16	11124
7657	36	1999
8910	27	6647
12305	115	22468
27284	25	13359
12883	39	22452
3539	95	11993
21285	72	27775
18805	124	2393
1165	103	3709
23488	3	5145
14221	124	2393
16560	70	7367
25723	93	24502
1973	115	22468
11262	85	19536
11174	115	22468
4765	16	6793
8768	71	2111
18266	25	5197
18787	11	22468
15477	84	24026
213	106	24185
11839	25	27044
675	3	15249
7048	3	10716
1457	16	11124
14958	48	10621
593	115	22468
7086	5	6548
19900	124	15672
5952	16	11124
12452	2	26827
16422	31	10721
5943	53	16681
10856	115	22468
1597	85	15249
7055	50	22888
3485	95	7678
33	95	15529
25394	70	10888
9142	33	24275
15210	53	11993
26847	93	21023
20365	7	4842
19999	124	2393
8398	110	16581
27833	3	8655
13041	3	15249
11720	33	24275
9703	85	11214
26763	124	8198
5061	62	11531
14366	33	24275
12920	117	5163
15978	16	24668
6302	115	22468
15285	23	2111
25854	84	794
5009	70	7367
17099	7	5811
3538	95	865
23872	118	3464
10014	28	11473
19713	16	11124
1054	16	11124
723	5	9521
17688	33	24275
23203	117	5163
27177	119	4961
15162	2	4314
13088	28	26517
2396	70	7367
9870	5	9521
2377	83	7572
861	23	5855
26157	33	22942
25514	6	13394
2556	16	11124
7457	71	2111
19017	16	11124
21398	103	3709
24941	33	24275
915	2	23982
2512	48	19811
3004	39	22452
4084	119	23012
24156	95	2846
7518	64	612
25984	93	21023
19195	33	24275
23506	23	26827
15737	53	11993
3800	62	15672
14070	70	27775
27663	70	7367
1663	120	2111
11696	71	2111
20518	109	25644
27689	62	2393
22287	13	9048
12424	16	11124
24247	51	20747
8638	53	2846
15111	33	24275
23050	124	2393
23459	62	18606
2961	25	21028
22007	13	9048
10785	103	3709
27745	49	15249
546	108	17247
8068	83	5163
18830	119	23012
9014	66	3521
11010	25	27044
11055	120	2811
13959	72	23240
12024	3	16893
4263	124	776
14464	85	5145
12202	25	27044
11076	124	2393
10048	103	3709
11426	49	15249
8588	124	16025
4327	115	22468
13898	95	11195
19066	71	2111
3357	106	24185
3670	30	15716
1687	124	8198
2363	124	23286
9674	33	24275
15413	70	26827
5161	93	24502
14069	119	10246
18956	72	17632
9441	121	24232
26595	23	5855
19322	49	15249
22047	16	1091
20228	93	24502
22551	103	3709
27037	16	11124
16213	70	21317
23674	115	22468
5654	115	22468
5205	95	15864
6059	119	15302
6681	16	23866
11971	2	6406
3310	78	3464
9341	129	19524
22560	53	23120
6571	115	22468
17213	70	4389
14751	61	27775
26841	5	6548
1219	70	26827
3385	85	16893
8903	103	3709
1115	118	1227
23449	53	1559
2521	50	18528
19072	108	17247
2858	115	22468
9739	103	3709
27303	31	27668
14339	118	5998
13224	36	9444
1352	5	6548
21738	85	15249
13451	62	2393
11084	62	10229
16409	5	6548
7174	5	6548
15858	51	20747
20909	103	3709
12059	5	9521
14109	20	4074
25964	97	7678
7301	102	2111
219	120	2111
22934	109	25644
20228	71	2111
18637	109	27082
1080	53	21366
17743	119	23012
10343	62	2856
17382	62	11962
2729	61	16535
1471	118	12456
19989	2	14678
20544	28	26345
1682	108	17247
6792	124	22718
12180	36	12456
12189	58	2111
15687	70	21556
25324	45	21556
20263	16	18648
21874	124	15672
14438	129	23070
4514	115	22468
5441	62	2393
6974	23	13996
13022	33	3453
6318	3	13735
1779	95	11993
22432	25	14092
12127	120	2111
17958	37	12827
3591	93	21023
24128	53	2412
14262	115	22468
27332	83	19811
18055	48	10621
22260	16	11124
10162	61	13252
26431	49	16893
9188	16	11124
7435	31	27668
5041	25	2738
9354	62	11531
5743	114	7256
24907	49	20161
24168	33	24275
10335	58	22755
17470	118	5998
3382	85	4851
18539	124	25328
24550	117	13828
4957	85	19536
25329	67	21366
21188	62	22718
13293	115	22468
27598	16	11124
17320	3	13735
14598	107	26390
1930	90	8980
3533	109	6153
3656	120	2111
4127	13	5347
2504	115	22468
10655	72	7653
23213	45	17252
11146	85	15249
339	33	24275
18109	31	21268
17918	7	4842
21341	120	2111
11108	115	22468
7575	11	22468
498	119	23012
14494	102	5855
27518	3	15249
27137	83	5163
7750	70	7367
27814	118	1227
15378	3	11214
20722	16	11124
7942	54	20059
23588	85	11214
4889	62	1552
24761	3	20161
5607	33	24275
14035	31	21268
14695	5	6548
15878	93	21023
25946	117	5163
14722	71	22616
24846	53	865
23166	5	6548
14343	62	8198
16493	71	7837
20702	62	15672
23106	25	13359
3569	72	12402
98	49	16893
1072	49	3817
4435	115	22468
22834	23	5855
13647	49	15249
19622	5	6548
22724	124	5183
18625	20	3709
14585	25	101
14047	66	7292
19848	124	2393
16800	5	18594
9197	118	2515
4726	25	5197
27126	58	2111
17492	48	26516
19289	107	3281
17352	102	22054
16742	3	13735
1693	48	22843
7638	25	23150
9163	33	24275
16246	126	24311
4361	15	16447
1668	103	3709
14473	27	16818
2702	106	24185
9394	62	2393
3210	25	5197
13799	85	11214
5941	5	6548
13122	88	8452
6968	72	13307
25291	53	17403
12577	39	24208
9553	62	19303
22287	115	22468
11592	13	5347
7010	33	24275
18196	95	7669
24259	53	23384
9696	95	9381
13475	36	3464
3893	33	24275
17114	53	18485
796	119	15302
3055	115	22468
17492	16	11124
18225	49	16893
7441	53	11993
5070	25	11135
22721	62	10747
10496	16	11124
24816	115	22468
16100	95	8755
6419	115	22468
20646	83	5163
267	39	22587
3448	16	11124
1153	103	3709
11951	15	16447
20746	103	3709
7685	27	22168
3450	93	24502
18177	110	19811
18986	48	12514
2575	62	18369
1139	53	21366
5900	107	19811
9472	115	22468
5405	120	2111
4721	108	3986
27163	7	24375
23731	83	5163
17018	23	7098
12463	131	3368
3651	3	15249
10899	62	2393
5052	16	11124
14917	124	9601
19076	25	21817
4591	45	2007
15999	62	5518
4116	7	24375
3875	121	7091
654	118	3464
13527	33	24275
6543	88	16707
11831	5	9521
18576	120	2111
26992	93	24502
8929	118	13868
8718	70	13008
5517	85	15249
4327	93	21023
27399	58	22755
16074	124	15672
24988	76	22468
20782	25	2526
1634	23	13996
23956	71	9881
14490	119	2717
25737	93	21023
4983	115	22468
8264	27	16249
12396	85	16893
16405	131	12865
8306	23	26827
19571	35	8650
6964	62	20640
8272	70	27775
12216	120	2111
27633	3	23029
15619	53	2412
2229	51	20747
13929	25	4067
1804	97	25436
18818	115	22468
2445	68	5404
15922	33	24275
18746	126	23029
14529	118	3464
10503	16	19747
23239	124	15672
15270	128	13089
18940	3	13735
12374	16	11124
13582	85	15249
937	36	5163
27411	102	7098
520	68	11189
8113	118	1193
23161	53	11993
25159	35	17996
26685	16	11124
5460	71	2111
22831	135	22468
24731	70	27775
4441	70	3603
23994	36	26541
9180	116	24185
20	27	2327
7274	36	23070
22405	33	24275
1525	128	13667
17931	49	16893
12894	3	15249
19392	95	7678
5340	70	1227
16379	115	22468
16541	36	19811
24116	43	26141
18935	25	9965
6415	129	12456
4238	16	3521
7838	36	8294
9106	72	13307
3276	27	23542
19500	39	12827
25326	30	21366
26170	115	22468
2592	61	27775
21604	33	24275
27257	49	15249
10997	125	5801
6953	102	26827
19151	51	20747
22076	7	588
26643	93	24502
23588	16	11124
7179	108	3986
26327	126	8152
16391	120	2111
3928	48	1730
25341	115	22468
23119	39	24208
1414	118	23748
14863	62	8198
12749	16	11124
24764	70	25481
15324	23	5855
15681	2	4314
18451	120	2111
25826	115	22468
27546	48	16981
6187	33	24275
3213	70	11862
14717	108	17247
8351	7	24375
17574	33	24275
22648	95	1147
15534	84	794
23113	48	12456
19952	3	11214
2000	7	24375
17298	53	5970
15962	39	24208
7718	3	3817
265	58	13453
6440	25	101
23881	33	24275
6194	111	13420
15646	62	2393
6093	119	23012
23759	120	2111
4704	33	24275
22418	102	2111
23266	16	11124
21866	7	14333
24773	25	2526
9245	58	13453
2914	16	11124
23080	77	25022
14546	36	1999
8274	121	24232
23124	3	15249
6037	27	23542
19281	120	2111
3435	62	19303
15538	129	12456
2832	90	5498
1650	120	2111
16198	16	11124
2721	5	9521
20845	5	9521
25187	70	7367
10715	7	24375
6155	95	8584
13464	5	20004
14736	28	26599
9226	70	27775
14093	129	10621
8434	111	25339
16296	6	13394
25278	48	4184
11159	70	195
25163	48	12456
14130	33	24275
22934	48	4120
10583	3	11214
19705	107	3281
17727	53	1559
210	62	2393
14028	3	11214
203	118	3464
6728	33	24275
23160	116	24185
15020	22	3709
27781	23	26827
20557	118	3464
12744	129	22126
2320	70	7367
17175	118	3464
17439	25	1171
22781	78	10621
11126	71	2111
9827	61	2641
11768	16	11124
8077	120	2111
19149	33	24275
17444	33	24275
10433	115	22468
2093	33	24275
13150	25	1367
20994	25	101
22794	119	23012
11959	58	2848
21899	70	7367
11028	5	9521
11733	27	12925
23377	109	26871
23990	124	19303
10168	121	7091
2445	62	4600
16169	25	6760
7899	33	24275
14557	111	16653
1229	15	16447
27399	70	21973
3723	53	2677
897	62	12259
20	85	25961
12946	115	22468
24662	90	8002
18756	62	2393
26523	93	24502
27714	115	22468
23124	115	22468
9997	124	15672
6752	46	9048
6667	70	16823
896	102	18120
7182	27	23542
19050	28	11349
5950	95	5498
15818	30	27842
3591	119	23012
15257	129	12456
18237	115	22468
13501	53	2412
24516	13	21804
22496	129	12456
5950	36	5163
18561	124	11531
11386	10	26289
27611	39	24208
18394	63	14809
24162	118	14949
10604	36	330
13237	61	16823
13880	118	14949
3357	118	3464
18320	93	21023
4478	36	12561
19752	23	7098
7934	28	26517
3555	5	20004
13958	115	22468
12467	77	1943
15043	39	23370
18474	5	19835
5625	62	2393
4009	4	18767
16316	62	11962
10297	118	3464
20735	77	1943
20826	102	7098
10326	103	3709
27018	120	2111
17712	115	22468
5685	119	23012
14004	53	7678
18536	124	2393
9961	120	2111
16633	3	11214
18578	25	27044
23643	16	11124
11771	3	23029
19729	66	6793
4287	33	24275
26281	121	24232
15922	70	17592
23906	33	22942
16456	25	17782
26831	5	19835
5531	93	24502
8192	48	9326
26770	25	15137
10077	115	22468
8952	39	24208
11649	27	5199
21167	33	24275
21273	102	5855
26787	119	4961
21003	3	3817
25871	3	11214
18650	70	7367
20100	70	26886
23541	85	16893
24824	62	13418
19694	33	24275
19674	62	8198
11193	110	13620
26990	124	2393
6732	48	4184
22677	33	24275
23181	53	7678
12439	3	7567
5454	93	21023
4216	25	101
17154	118	5998
24387	33	24275
19213	53	21366
2062	108	17247
22015	2	23982
7656	19	27185
7954	103	3709
17676	5	9521
16900	118	3464
21319	53	5970
21823	119	23012
13335	70	17632
13935	102	7098
23145	49	15249
3883	13	9048
22644	103	3709
25069	31	1554
17425	16	11124
14907	108	17247
18535	95	1147
18059	36	12456
12445	102	22054
17032	70	14953
773	131	2453
13157	25	27044
12488	62	10916
22329	59	13667
26638	58	22755
12954	33	15180
10899	16	11124
21256	33	24275
2227	120	2111
25807	51	20747
14402	62	2393
22579	5	6548
11332	16	11124
24676	118	23748
20245	95	21366
20518	25	27044
16373	62	15672
14550	36	11195
17821	121	7091
9845	5	19835
3645	131	12456
26316	53	23012
27305	115	22468
24015	95	18024
4338	119	23012
3356	90	5498
9579	62	8198
13009	25	2526
11729	27	12925
6620	40	16447
11909	3	15249
27328	90	786
12594	27	17144
16263	33	24275
8711	58	2111
17641	33	24275
22872	13	4526
22425	118	3464
17490	93	21023
748	79	21639
7532	74	13421
7529	33	24275
18822	118	2515
10289	53	21366
4806	3	15249
1840	62	2393
5244	115	22468
13990	124	8198
5421	23	26827
24951	45	21283
13027	39	24208
3257	61	18718
13458	117	5163
1760	5	18594
1951	48	26516
7005	83	5163
2125	5	9521
20217	36	2191
20853	25	20485
23918	16	6793
12332	109	26871
3635	37	12827
27029	27	26273
17537	70	13394
8234	45	12092
4026	118	1193
7933	53	7678
26524	5	9521
26252	115	22468
8085	53	7678
18564	48	17880
25060	53	9381
11689	7	24375
26022	70	1044
13176	3	11214
19930	109	13219
14425	115	22468
21741	82	13358
15697	16	11124
15326	3	13735
9697	83	5163
9984	93	21023
11462	39	24208
25975	25	10603
11187	3	6876
23486	4	18767
21240	85	16893
22775	15	16447
12009	55	9846
22421	23	5855
2197	118	3464
7455	115	22468
8542	28	21350
11779	16	11124
26317	62	2393
21375	62	11531
7523	69	1700
25827	53	13667
13720	27	5199
14072	33	24275
10956	61	19290
8970	62	26752
6470	3	11214
11693	25	2738
27402	62	18090
20791	33	24275
9336	53	21366
11912	70	5198
26779	11	22468
23424	27	13143
2626	33	24275
9094	55	5010
20307	93	24502
6514	28	6662
20330	16	1091
11391	116	23845
16312	70	21130
22086	106	24185
26447	85	15249
8298	110	13620
11297	70	11862
13855	95	21366
19220	90	21366
8085	115	22468
8374	103	3709
20810	70	9788
10713	33	24275
2339	124	13418
19404	128	3729
16061	115	22468
11914	5	20004
24742	3	11214
24582	62	2393
6257	71	2111
9212	61	27775
12612	4	18767
2980	103	3709
6379	3	15249
1466	86	23835
10245	33	17785
15088	77	1943
15088	102	26827
18057	30	11993
3704	90	8002
27296	120	17868
3256	115	22468
15167	53	11993
